SNMP sw2_ethif table:
1.3.6.1.2.1.2.2.1.9.5179 = 7912
1.3.6.1.2.1.2.2.1.9.5180 = 1734223343
1.3.6.1.2.1.2.2.1.9.5181 = 1734223516
1.3.6.1.2.1.2.2.1.9.5183 = 1734223554
1.3.6.1.2.1.2.2.1.9.5184 = 1734223832
1.3.6.1.2.1.2.2.1.9.10101 = 10460
1.3.6.1.2.1.2.2.1.9.10102 = 10460
1.3.6.1.2.1.2.2.1.9.10103 = 10460
1.3.6.1.2.1.2.2.1.9.10104 = 10460
1.3.6.1.2.1.2.2.1.9.10105 = 10460
1.3.6.1.2.1.2.2.1.9.10106 = 10461
1.3.6.1.2.1.2.2.1.9.10107 = 10461
1.3.6.1.2.1.2.2.1.9.10108 = 10461
1.3.6.1.2.1.2.2.1.9.10109 = 10461
1.3.6.1.2.1.2.2.1.9.10110 = 10461
1.3.6.1.2.1.2.2.1.9.10111 = 10461
1.3.6.1.2.1.2.2.1.9.10112 = 10462
1.3.6.1.2.1.2.2.1.9.10113 = 10462
1.3.6.1.2.1.2.2.1.9.10114 = 10802
1.3.6.1.2.1.2.2.1.9.10115 = 10462
1.3.6.1.2.1.2.2.1.9.10116 = 10462
1.3.6.1.2.1.2.2.1.9.10117 = 10462
1.3.6.1.2.1.2.2.1.9.10118 = 10462
1.3.6.1.2.1.2.2.1.9.10119 = 10463
1.3.6.1.2.1.2.2.1.9.10120 = 10463
1.3.6.1.2.1.2.2.1.9.10121 = 10463
1.3.6.1.2.1.2.2.1.9.10122 = 10463
1.3.6.1.2.1.2.2.1.9.10123 = 10463
1.3.6.1.2.1.2.2.1.9.10124 = 10463
1.3.6.1.2.1.2.2.1.9.10125 = 10463
1.3.6.1.2.1.2.2.1.9.10126 = 10463
1.3.6.1.2.1.2.2.1.9.10127 = 10463
1.3.6.1.2.1.2.2.1.9.10128 = 10463
1.3.6.1.2.1.2.2.1.9.10129 = 10463
1.3.6.1.2.1.2.2.1.9.10130 = 10463
1.3.6.1.2.1.2.2.1.9.10131 = 10474
1.3.6.1.2.1.2.2.1.9.10132 = 10474
1.3.6.1.2.1.2.2.1.9.10133 = 10803
1.3.6.1.2.1.2.2.1.9.10134 = 10475
1.3.6.1.2.1.2.2.1.9.10135 = 10803
1.3.6.1.2.1.2.2.1.9.10136 = 10475
1.3.6.1.2.1.2.2.1.9.10137 = 10475
1.3.6.1.2.1.2.2.1.9.10138 = 10475
1.3.6.1.2.1.2.2.1.9.10139 = 11176
1.3.6.1.2.1.2.2.1.9.10140 = 11376
1.3.6.1.2.1.2.2.1.9.10141 = 10994
1.3.6.1.2.1.2.2.1.9.10142 = 11176
1.3.6.1.2.1.2.2.1.9.10143 = 10804
1.3.6.1.2.1.2.2.1.9.10144 = 11314
1.3.6.1.2.1.2.2.1.9.10145 = 10804
1.3.6.1.2.1.2.2.1.9.10146 = 10999
1.3.6.1.2.1.2.2.1.9.10147 = 13037
1.3.6.1.2.1.2.2.1.9.10148 = 11517964
1.3.6.1.2.1.2.2.1.9.10301 = 11110
1.3.6.1.2.1.2.2.1.9.10302 = 11111
1.3.6.1.2.1.2.2.1.9.10303 = 11416
1.3.6.1.2.1.2.2.1.9.10304 = 11416
1.3.6.1.2.1.2.2.1.9.10401 = 7919
1.3.6.1.2.1.2.2.1.9.10402 = 7919
1.3.6.1.2.1.2.2.1.9.10601 = 9914
1.3.6.1.2.1.2.2.1.9.10602 = 9914
1.3.6.1.2.1.2.2.1.9.10603 = 9915
1.3.6.1.2.1.2.2.1.9.10604 = 9915
1.3.6.1.2.1.2.2.1.9.10605 = 9916
1.3.6.1.2.1.2.2.1.9.10606 = 9916
1.3.6.1.2.1.2.2.1.9.10607 = 9916
1.3.6.1.2.1.2.2.1.9.10608 = 9917
1.3.6.1.2.1.2.2.1.9.10609 = 9917
1.3.6.1.2.1.2.2.1.9.10610 = 9917
1.3.6.1.2.1.2.2.1.9.10611 = 9917
1.3.6.1.2.1.2.2.1.9.10612 = 9917
1.3.6.1.2.1.2.2.1.9.10613 = 9918
1.3.6.1.2.1.2.2.1.9.10614 = 9918
1.3.6.1.2.1.2.2.1.9.10615 = 9919
1.3.6.1.2.1.2.2.1.9.10616 = 9919
1.3.6.1.2.1.2.2.1.9.10617 = 9919
1.3.6.1.2.1.2.2.1.9.10618 = 9920
1.3.6.1.2.1.2.2.1.9.10619 = 9920
1.3.6.1.2.1.2.2.1.9.10620 = 9921
1.3.6.1.2.1.2.2.1.9.10621 = 9921
1.3.6.1.2.1.2.2.1.9.10622 = 9921
1.3.6.1.2.1.2.2.1.9.10623 = 9922
1.3.6.1.2.1.2.2.1.9.10624 = 9922
1.3.6.1.2.1.2.2.1.9.10625 = 9922
1.3.6.1.2.1.2.2.1.9.10626 = 9922
1.3.6.1.2.1.2.2.1.9.10627 = 9922
1.3.6.1.2.1.2.2.1.9.10628 = 9923
1.3.6.1.2.1.2.2.1.9.10629 = 9923
1.3.6.1.2.1.2.2.1.9.10630 = 9924
1.3.6.1.2.1.2.2.1.9.10631 = 9924
1.3.6.1.2.1.2.2.1.9.10632 = 9925
1.3.6.1.2.1.2.2.1.9.10633 = 9925
1.3.6.1.2.1.2.2.1.9.10634 = 9925
1.3.6.1.2.1.2.2.1.9.10635 = 9926
1.3.6.1.2.1.2.2.1.9.10636 = 9926
1.3.6.1.2.1.2.2.1.9.10637 = 9927
1.3.6.1.2.1.2.2.1.9.10638 = 9927
1.3.6.1.2.1.2.2.1.9.10639 = 9927
1.3.6.1.2.1.2.2.1.9.10640 = 9927
1.3.6.1.2.1.2.2.1.9.10641 = 9927
1.3.6.1.2.1.2.2.1.9.10642 = 9928
1.3.6.1.2.1.2.2.1.9.10643 = 9928
1.3.6.1.2.1.2.2.1.9.10644 = 9928
1.3.6.1.2.1.2.2.1.9.10645 = 9929
1.3.6.1.2.1.2.2.1.9.10646 = 9929
1.3.6.1.2.1.2.2.1.9.10647 = 9930
1.3.6.1.2.1.2.2.1.9.10648 = 9930
1.3.6.1.2.1.2.2.1.9.10801 = 9930
1.3.6.1.2.1.2.2.1.9.10802 = 9932
1.3.6.1.2.1.2.2.1.9.10803 = 9933
1.3.6.1.2.1.2.2.1.9.10804 = 9934
1.3.6.1.2.1.2.2.1.9.10901 = 9936
1.3.6.1.2.1.2.2.1.9.10902 = 9937
1.3.6.1.2.1.2.2.1.9.14501 = 0
1.3.6.1.2.1.2.2.1.9.14502 = 11024
1.3.6.1.2.1.2.2.1.10.1 = 0
1.3.6.1.2.1.2.2.1.10.100 = 29438549
1.3.6.1.2.1.2.2.1.10.5001 = 2298235889
1.3.6.1.2.1.2.2.1.10.5179 = 0
1.3.6.1.2.1.2.2.1.10.10101 = 0
1.3.6.1.2.1.2.2.1.10.10102 = 0
1.3.6.1.2.1.2.2.1.10.10103 = 0
1.3.6.1.2.1.2.2.1.10.10104 = 0
1.3.6.1.2.1.2.2.1.10.10105 = 0
1.3.6.1.2.1.2.2.1.10.10106 = 0
1.3.6.1.2.1.2.2.1.10.10107 = 0
1.3.6.1.2.1.2.2.1.10.10108 = 0
1.3.6.1.2.1.2.2.1.10.10109 = 0
1.3.6.1.2.1.2.2.1.10.10110 = 0
1.3.6.1.2.1.2.2.1.10.10111 = 0
1.3.6.1.2.1.2.2.1.10.10112 = 0
1.3.6.1.2.1.2.2.1.10.10113 = 0
1.3.6.1.2.1.2.2.1.10.10114 = 0
1.3.6.1.2.1.2.2.1.10.10115 = 0
1.3.6.1.2.1.2.2.1.10.10116 = 0
1.3.6.1.2.1.2.2.1.10.10117 = 0
1.3.6.1.2.1.2.2.1.10.10118 = 0
1.3.6.1.2.1.2.2.1.10.10119 = 0
1.3.6.1.2.1.2.2.1.10.10120 = 0
1.3.6.1.2.1.2.2.1.10.10121 = 0
1.3.6.1.2.1.2.2.1.10.10122 = 0
1.3.6.1.2.1.2.2.1.10.10123 = 0
1.3.6.1.2.1.2.2.1.10.10124 = 0
1.3.6.1.2.1.2.2.1.10.10125 = 0
1.3.6.1.2.1.2.2.1.10.10126 = 0
1.3.6.1.2.1.2.2.1.10.10127 = 0
1.3.6.1.2.1.2.2.1.10.10128 = 0
1.3.6.1.2.1.2.2.1.10.10129 = 0
1.3.6.1.2.1.2.2.1.10.10130 = 0
1.3.6.1.2.1.2.2.1.10.10131 = 0
1.3.6.1.2.1.2.2.1.10.10132 = 0
1.3.6.1.2.1.2.2.1.10.10133 = 6431112
1.3.6.1.2.1.2.2.1.10.10134 = 0
1.3.6.1.2.1.2.2.1.10.10135 = 848981
1.3.6.1.2.1.2.2.1.10.10136 = 0
1.3.6.1.2.1.2.2.1.10.10137 = 0
1.3.6.1.2.1.2.2.1.10.10138 = 0
1.3.6.1.2.1.2.2.1.10.10139 = 492
1.3.6.1.2.1.2.2.1.10.10140 = 492
1.3.6.1.2.1.2.2.1.10.10141 = 492
1.3.6.1.2.1.2.2.1.10.10142 = 492
1.3.6.1.2.1.2.2.1.10.10143 = 624976
1.3.6.1.2.1.2.2.1.10.10144 = 492
1.3.6.1.2.1.2.2.1.10.10145 = 503712
1.3.6.1.2.1.2.2.1.10.10146 = 492
1.3.6.1.2.1.2.2.1.10.10147 = 2129248796
1.3.6.1.2.1.2.2.1.10.10148 = 172075331
1.3.6.1.2.1.2.2.1.10.10301 = 0
1.3.6.1.2.1.2.2.1.10.10302 = 0
1.3.6.1.2.1.2.2.1.10.10303 = 0
1.3.6.1.2.1.2.2.1.10.10304 = 0
1.3.6.1.2.1.2.2.1.10.10401 = 0
1.3.6.1.2.1.2.2.1.10.10402 = 0
1.3.6.1.2.1.2.2.1.10.10601 = 0
1.3.6.1.2.1.2.2.1.10.10602 = 0
1.3.6.1.2.1.2.2.1.10.10603 = 0
1.3.6.1.2.1.2.2.1.10.10604 = 0
1.3.6.1.2.1.2.2.1.10.10605 = 0
1.3.6.1.2.1.2.2.1.10.10606 = 0
1.3.6.1.2.1.2.2.1.10.10607 = 0
1.3.6.1.2.1.2.2.1.10.10608 = 0
1.3.6.1.2.1.2.2.1.10.10609 = 0
1.3.6.1.2.1.2.2.1.10.10610 = 0
1.3.6.1.2.1.2.2.1.10.10611 = 0
1.3.6.1.2.1.2.2.1.10.10612 = 0
1.3.6.1.2.1.2.2.1.10.10613 = 0
1.3.6.1.2.1.2.2.1.10.10614 = 0
1.3.6.1.2.1.2.2.1.10.10615 = 0
1.3.6.1.2.1.2.2.1.10.10616 = 0
1.3.6.1.2.1.2.2.1.10.10617 = 0
1.3.6.1.2.1.2.2.1.10.10618 = 0
1.3.6.1.2.1.2.2.1.10.10619 = 0
1.3.6.1.2.1.2.2.1.10.10620 = 0
1.3.6.1.2.1.2.2.1.10.10621 = 0
1.3.6.1.2.1.2.2.1.10.10622 = 0
1.3.6.1.2.1.2.2.1.10.10623 = 0
1.3.6.1.2.1.2.2.1.10.10624 = 0
1.3.6.1.2.1.2.2.1.10.10625 = 0
1.3.6.1.2.1.2.2.1.10.10626 = 0
1.3.6.1.2.1.2.2.1.10.10627 = 0
1.3.6.1.2.1.2.2.1.10.10628 = 0
1.3.6.1.2.1.2.2.1.10.10629 = 0
1.3.6.1.2.1.2.2.1.10.10630 = 0
1.3.6.1.2.1.2.2.1.10.10631 = 0
1.3.6.1.2.1.2.2.1.10.10632 = 0
1.3.6.1.2.1.2.2.1.10.10633 = 0
1.3.6.1.2.1.2.2.1.10.10634 = 0
1.3.6.1.2.1.2.2.1.10.10635 = 0
1.3.6.1.2.1.2.2.1.10.10636 = 0
1.3.6.1.2.1.2.2.1.10.10637 = 0
1.3.6.1.2.1.2.2.1.10.10638 = 0
1.3.6.1.2.1.2.2.1.10.10639 = 0
1.3.6.1.2.1.2.2.1.10.10640 = 0
1.3.6.1.2.1.2.2.1.10.10641 = 0
1.3.6.1.2.1.2.2.1.10.10642 = 0
1.3.6.1.2.1.2.2.1.10.10643 = 0
1.3.6.1.2.1.2.2.1.10.10644 = 0
1.3.6.1.2.1.2.2.1.10.10645 = 0
1.3.6.1.2.1.2.2.1.10.10646 = 0
1.3.6.1.2.1.2.2.1.10.10647 = 0
1.3.6.1.2.1.2.2.1.10.10648 = 0
1.3.6.1.2.1.2.2.1.10.10801 = 0
1.3.6.1.2.1.2.2.1.10.10802 = 0
1.3.6.1.2.1.2.2.1.10.10803 = 0
1.3.6.1.2.1.2.2.1.10.10804 = 0
1.3.6.1.2.1.2.2.1.10.10901 = 0
1.3.6.1.2.1.2.2.1.10.10902 = 0
1.3.6.1.2.1.2.2.1.10.14501 = 0
1.3.6.1.2.1.2.2.1.10.14502 = 0
1.3.6.1.2.1.2.2.1.11.1 = 0
1.3.6.1.2.1.2.2.1.11.100 = 398498
1.3.6.1.2.1.2.2.1.11.5001 = 238509
1.3.6.1.2.1.2.2.1.11.5179 = 0
1.3.6.1.2.1.2.2.1.11.10101 = 0
1.3.6.1.2.1.2.2.1.11.10102 = 0
1.3.6.1.2.1.2.2.1.11.10103 = 0
1.3.6.1.2.1.2.2.1.11.10104 = 0
1.3.6.1.2.1.2.2.1.11.10105 = 0
1.3.6.1.2.1.2.2.1.11.10106 = 0
1.3.6.1.2.1.2.2.1.11.10107 = 0
1.3.6.1.2.1.2.2.1.11.10108 = 0
1.3.6.1.2.1.2.2.1.11.10109 = 0
1.3.6.1.2.1.2.2.1.11.10110 = 0
1.3.6.1.2.1.2.2.1.11.10111 = 0
1.3.6.1.2.1.2.2.1.11.10112 = 0
1.3.6.1.2.1.2.2.1.11.10113 = 0
1.3.6.1.2.1.2.2.1.11.10114 = 0
1.3.6.1.2.1.2.2.1.11.10115 = 0
1.3.6.1.2.1.2.2.1.11.10116 = 0
1.3.6.1.2.1.2.2.1.11.10117 = 0
1.3.6.1.2.1.2.2.1.11.10118 = 0
1.3.6.1.2.1.2.2.1.11.10119 = 0
1.3.6.1.2.1.2.2.1.11.10120 = 0
1.3.6.1.2.1.2.2.1.11.10121 = 0
1.3.6.1.2.1.2.2.1.11.10122 = 0
1.3.6.1.2.1.2.2.1.11.10123 = 0
1.3.6.1.2.1.2.2.1.11.10124 = 0
1.3.6.1.2.1.2.2.1.11.10125 = 0
1.3.6.1.2.1.2.2.1.11.10126 = 0
1.3.6.1.2.1.2.2.1.11.10127 = 0
1.3.6.1.2.1.2.2.1.11.10128 = 0
1.3.6.1.2.1.2.2.1.11.10129 = 0
1.3.6.1.2.1.2.2.1.11.10130 = 0
1.3.6.1.2.1.2.2.1.11.10131 = 0
1.3.6.1.2.1.2.2.1.11.10132 = 0
1.3.6.1.2.1.2.2.1.11.10133 = 18051
1.3.6.1.2.1.2.2.1.11.10134 = 0
1.3.6.1.2.1.2.2.1.11.10135 = 10679
1.3.6.1.2.1.2.2.1.11.10136 = 0
1.3.6.1.2.1.2.2.1.11.10137 = 0
1.3.6.1.2.1.2.2.1.11.10138 = 0
1.3.6.1.2.1.2.2.1.11.10139 = 0
1.3.6.1.2.1.2.2.1.11.10140 = 0
1.3.6.1.2.1.2.2.1.11.10141 = 0
1.3.6.1.2.1.2.2.1.11.10142 = 0
1.3.6.1.2.1.2.2.1.11.10143 = 5088
1.3.6.1.2.1.2.2.1.11.10144 = 0
1.3.6.1.2.1.2.2.1.11.10145 = 5088
1.3.6.1.2.1.2.2.1.11.10146 = 0
1.3.6.1.2.1.2.2.1.11.10147 = 221023
1.3.6.1.2.1.2.2.1.11.10148 = 17486
1.3.6.1.2.1.2.2.1.11.10301 = 0
1.3.6.1.2.1.2.2.1.11.10302 = 0
1.3.6.1.2.1.2.2.1.11.10303 = 0
1.3.6.1.2.1.2.2.1.11.10304 = 0
1.3.6.1.2.1.2.2.1.11.10401 = 0
1.3.6.1.2.1.2.2.1.11.10402 = 0
1.3.6.1.2.1.2.2.1.11.10601 = 0
1.3.6.1.2.1.2.2.1.11.10602 = 0
1.3.6.1.2.1.2.2.1.11.10603 = 0
1.3.6.1.2.1.2.2.1.11.10604 = 0
1.3.6.1.2.1.2.2.1.11.10605 = 0
1.3.6.1.2.1.2.2.1.11.10606 = 0
1.3.6.1.2.1.2.2.1.11.10607 = 0
1.3.6.1.2.1.2.2.1.11.10608 = 0
1.3.6.1.2.1.2.2.1.11.10609 = 0
1.3.6.1.2.1.2.2.1.11.10610 = 0
1.3.6.1.2.1.2.2.1.11.10611 = 0
1.3.6.1.2.1.2.2.1.11.10612 = 0
1.3.6.1.2.1.2.2.1.11.10613 = 0
1.3.6.1.2.1.2.2.1.11.10614 = 0
1.3.6.1.2.1.2.2.1.11.10615 = 0
1.3.6.1.2.1.2.2.1.11.10616 = 0
1.3.6.1.2.1.2.2.1.11.10617 = 0
1.3.6.1.2.1.2.2.1.11.10618 = 0
1.3.6.1.2.1.2.2.1.11.10619 = 0
1.3.6.1.2.1.2.2.1.11.10620 = 0
1.3.6.1.2.1.2.2.1.11.10621 = 0
1.3.6.1.2.1.2.2.1.11.10622 = 0
1.3.6.1.2.1.2.2.1.11.10623 = 0
1.3.6.1.2.1.2.2.1.11.10624 = 0
1.3.6.1.2.1.2.2.1.11.10625 = 0
1.3.6.1.2.1.2.2.1.11.10626 = 0
1.3.6.1.2.1.2.2.1.11.10627 = 0
1.3.6.1.2.1.2.2.1.11.10628 = 0
1.3.6.1.2.1.2.2.1.11.10629 = 0
1.3.6.1.2.1.2.2.1.11.10630 = 0
1.3.6.1.2.1.2.2.1.11.10631 = 0
1.3.6.1.2.1.2.2.1.11.10632 = 0
1.3.6.1.2.1.2.2.1.11.10633 = 0
1.3.6.1.2.1.2.2.1.11.10634 = 0
1.3.6.1.2.1.2.2.1.11.10635 = 0
1.3.6.1.2.1.2.2.1.11.10636 = 0
1.3.6.1.2.1.2.2.1.11.10637 = 0
1.3.6.1.2.1.2.2.1.11.10638 = 0
1.3.6.1.2.1.2.2.1.11.10639 = 0
1.3.6.1.2.1.2.2.1.11.10640 = 0
1.3.6.1.2.1.2.2.1.11.10641 = 0
1.3.6.1.2.1.2.2.1.11.10642 = 0
1.3.6.1.2.1.2.2.1.11.10643 = 0
1.3.6.1.2.1.2.2.1.11.10644 = 0
1.3.6.1.2.1.2.2.1.11.10645 = 0
1.3.6.1.2.1.2.2.1.11.10646 = 0
1.3.6.1.2.1.2.2.1.11.10647 = 0
1.3.6.1.2.1.2.2.1.11.10648 = 0
1.3.6.1.2.1.2.2.1.11.10801 = 0
1.3.6.1.2.1.2.2.1.11.10802 = 0
1.3.6.1.2.1.2.2.1.11.10803 = 0
1.3.6.1.2.1.2.2.1.11.10804 = 0
1.3.6.1.2.1.2.2.1.11.10901 = 0
1.3.6.1.2.1.2.2.1.11.10902 = 0
1.3.6.1.2.1.2.2.1.11.14501 = 0
1.3.6.1.2.1.2.2.1.11.14502 = 0
1.3.6.1.2.1.2.2.1.13.1 = 0
1.3.6.1.2.1.2.2.1.13.100 = 0
1.3.6.1.2.1.2.2.1.13.5001 = 0
1.3.6.1.2.1.2.2.1.13.5179 = 0
1.3.6.1.2.1.2.2.1.13.10101 = 0
1.3.6.1.2.1.2.2.1.13.10102 = 0
1.3.6.1.2.1.2.2.1.13.10103 = 0
1.3.6.1.2.1.2.2.1.13.10104 = 0
1.3.6.1.2.1.2.2.1.13.10105 = 0
1.3.6.1.2.1.2.2.1.13.10106 = 0
1.3.6.1.2.1.2.2.1.13.10107 = 0
1.3.6.1.2.1.2.2.1.13.10108 = 0
1.3.6.1.2.1.2.2.1.13.10109 = 0
1.3.6.1.2.1.2.2.1.13.10110 = 0
1.3.6.1.2.1.2.2.1.13.10111 = 0
1.3.6.1.2.1.2.2.1.13.10112 = 0
1.3.6.1.2.1.2.2.1.13.10113 = 0
1.3.6.1.2.1.2.2.1.13.10114 = 0
1.3.6.1.2.1.2.2.1.13.10115 = 0
1.3.6.1.2.1.2.2.1.13.10116 = 0
1.3.6.1.2.1.2.2.1.13.10117 = 0
1.3.6.1.2.1.2.2.1.13.10118 = 0
1.3.6.1.2.1.2.2.1.13.10119 = 0
1.3.6.1.2.1.2.2.1.13.10120 = 0
1.3.6.1.2.1.2.2.1.13.10121 = 0
1.3.6.1.2.1.2.2.1.13.10122 = 0
1.3.6.1.2.1.2.2.1.13.10123 = 0
1.3.6.1.2.1.2.2.1.13.10124 = 0
1.3.6.1.2.1.2.2.1.13.10125 = 0
1.3.6.1.2.1.2.2.1.13.10126 = 0
1.3.6.1.2.1.2.2.1.13.10127 = 0
1.3.6.1.2.1.2.2.1.13.10128 = 0
1.3.6.1.2.1.2.2.1.13.10129 = 0
1.3.6.1.2.1.2.2.1.13.10130 = 0
1.3.6.1.2.1.2.2.1.13.10131 = 0
1.3.6.1.2.1.2.2.1.13.10132 = 0
1.3.6.1.2.1.2.2.1.13.10133 = 0
1.3.6.1.2.1.2.2.1.13.10134 = 0
1.3.6.1.2.1.2.2.1.13.10135 = 0
1.3.6.1.2.1.2.2.1.13.10136 = 0
1.3.6.1.2.1.2.2.1.13.10137 = 0
1.3.6.1.2.1.2.2.1.13.10138 = 0
1.3.6.1.2.1.2.2.1.13.10139 = 0
1.3.6.1.2.1.2.2.1.13.10140 = 0
1.3.6.1.2.1.2.2.1.13.10141 = 0
1.3.6.1.2.1.2.2.1.13.10142 = 0
1.3.6.1.2.1.2.2.1.13.10143 = 0
1.3.6.1.2.1.2.2.1.13.10144 = 0
1.3.6.1.2.1.2.2.1.13.10145 = 0
1.3.6.1.2.1.2.2.1.13.10146 = 0
1.3.6.1.2.1.2.2.1.13.10147 = 0
1.3.6.1.2.1.2.2.1.13.10148 = 0
1.3.6.1.2.1.2.2.1.13.10301 = 0
1.3.6.1.2.1.2.2.1.13.10302 = 0
1.3.6.1.2.1.2.2.1.13.10303 = 0
1.3.6.1.2.1.2.2.1.13.10304 = 0
1.3.6.1.2.1.2.2.1.13.10401 = 0
1.3.6.1.2.1.2.2.1.13.10402 = 0
1.3.6.1.2.1.2.2.1.13.10601 = 0
1.3.6.1.2.1.2.2.1.13.10602 = 0
1.3.6.1.2.1.2.2.1.13.10603 = 0
1.3.6.1.2.1.2.2.1.13.10604 = 0
1.3.6.1.2.1.2.2.1.13.10605 = 0
1.3.6.1.2.1.2.2.1.13.10606 = 0
1.3.6.1.2.1.2.2.1.13.10607 = 0
1.3.6.1.2.1.2.2.1.13.10608 = 0
1.3.6.1.2.1.2.2.1.13.10609 = 0
1.3.6.1.2.1.2.2.1.13.10610 = 0
1.3.6.1.2.1.2.2.1.13.10611 = 0
1.3.6.1.2.1.2.2.1.13.10612 = 0
1.3.6.1.2.1.2.2.1.13.10613 = 0
1.3.6.1.2.1.2.2.1.13.10614 = 0
1.3.6.1.2.1.2.2.1.13.10615 = 0
1.3.6.1.2.1.2.2.1.13.10616 = 0
1.3.6.1.2.1.2.2.1.13.10617 = 0
1.3.6.1.2.1.2.2.1.13.10618 = 0
1.3.6.1.2.1.2.2.1.13.10619 = 0
1.3.6.1.2.1.2.2.1.13.10620 = 0
1.3.6.1.2.1.2.2.1.13.10621 = 0
1.3.6.1.2.1.2.2.1.13.10622 = 0
1.3.6.1.2.1.2.2.1.13.10623 = 0
1.3.6.1.2.1.2.2.1.13.10624 = 0
1.3.6.1.2.1.2.2.1.13.10625 = 0
1.3.6.1.2.1.2.2.1.13.10626 = 0
1.3.6.1.2.1.2.2.1.13.10627 = 0
1.3.6.1.2.1.2.2.1.13.10628 = 0
1.3.6.1.2.1.2.2.1.13.10629 = 0
1.3.6.1.2.1.2.2.1.13.10630 = 0
1.3.6.1.2.1.2.2.1.13.10631 = 0
1.3.6.1.2.1.2.2.1.13.10632 = 0
1.3.6.1.2.1.2.2.1.13.10633 = 0
1.3.6.1.2.1.2.2.1.13.10634 = 0
1.3.6.1.2.1.2.2.1.13.10635 = 0
1.3.6.1.2.1.2.2.1.13.10636 = 0
1.3.6.1.2.1.2.2.1.13.10637 = 0
1.3.6.1.2.1.2.2.1.13.10638 = 0
1.3.6.1.2.1.2.2.1.13.10639 = 0
1.3.6.1.2.1.2.2.1.13.10640 = 0
1.3.6.1.2.1.2.2.1.13.10641 = 0
1.3.6.1.2.1.2.2.1.13.10642 = 0
1.3.6.1.2.1.2.2.1.13.10643 = 0
1.3.6.1.2.1.2.2.1.13.10644 = 0
1.3.6.1.2.1.2.2.1.13.10645 = 0
1.3.6.1.2.1.2.2.1.13.10646 = 0
1.3.6.1.2.1.2.2.1.13.10647 = 0
1.3.6.1.2.1.2.2.1.13.10648 = 0
1.3.6.1.2.1.2.2.1.13.10801 = 0
1.3.6.1.2.1.2.2.1.13.10802 = 0
1.3.6.1.2.1.2.2.1.13.10803 = 0
1.3.6.1.2.1.2.2.1.13.10804 = 0
1.3.6.1.2.1.2.2.1.13.10901 = 0
1.3.6.1.2.1.2.2.1.13.10902 = 0
1.3.6.1.2.1.2.2.1.13.14501 = 0
1.3.6.1.2.1.2.2.1.13.14502 = 0
1.3.6.1.2.1.2.2.1.14.1 = 0
1.3.6.1.2.1.2.2.1.14.100 = 0
1.3.6.1.2.1.2.2.1.14.5001 = 0
1.3.6.1.2.1.2.2.1.14.5179 = 0
1.3.6.1.2.1.2.2.1.14.10101 = 0
1.3.6.1.2.1.2.2.1.14.10102 = 0
1.3.6.1.2.1.2.2.1.14.10103 = 0
1.3.6.1.2.1.2.2.1.14.10104 = 0
1.3.6.1.2.1.2.2.1.14.10105 = 0
1.3.6.1.2.1.2.2.1.14.10106 = 0
1.3.6.1.2.1.2.2.1.14.10107 = 0
1.3.6.1.2.1.2.2.1.14.10108 = 0
1.3.6.1.2.1.2.2.1.14.10109 = 0
1.3.6.1.2.1.2.2.1.14.10110 = 0
1.3.6.1.2.1.2.2.1.14.10111 = 0
1.3.6.1.2.1.2.2.1.14.10112 = 0
1.3.6.1.2.1.2.2.1.14.10113 = 0
1.3.6.1.2.1.2.2.1.14.10114 = 0
1.3.6.1.2.1.2.2.1.14.10115 = 0
1.3.6.1.2.1.2.2.1.14.10116 = 0
1.3.6.1.2.1.2.2.1.14.10117 = 0
1.3.6.1.2.1.2.2.1.14.10118 = 0
1.3.6.1.2.1.2.2.1.14.10119 = 0
1.3.6.1.2.1.2.2.1.14.10120 = 0
1.3.6.1.2.1.2.2.1.14.10121 = 0
1.3.6.1.2.1.2.2.1.14.10122 = 0
1.3.6.1.2.1.2.2.1.14.10123 = 0
1.3.6.1.2.1.2.2.1.14.10124 = 0
1.3.6.1.2.1.2.2.1.14.10125 = 0
1.3.6.1.2.1.2.2.1.14.10126 = 0
1.3.6.1.2.1.2.2.1.14.10127 = 0
1.3.6.1.2.1.2.2.1.14.10128 = 0
1.3.6.1.2.1.2.2.1.14.10129 = 0
1.3.6.1.2.1.2.2.1.14.10130 = 0
1.3.6.1.2.1.2.2.1.14.10131 = 0
1.3.6.1.2.1.2.2.1.14.10132 = 0
1.3.6.1.2.1.2.2.1.14.10133 = 0
1.3.6.1.2.1.2.2.1.14.10134 = 0
1.3.6.1.2.1.2.2.1.14.10135 = 0
1.3.6.1.2.1.2.2.1.14.10136 = 0
1.3.6.1.2.1.2.2.1.14.10137 = 0
1.3.6.1.2.1.2.2.1.14.10138 = 0
1.3.6.1.2.1.2.2.1.14.10139 = 0
1.3.6.1.2.1.2.2.1.14.10140 = 0
1.3.6.1.2.1.2.2.1.14.10141 = 0
1.3.6.1.2.1.2.2.1.14.10142 = 0
1.3.6.1.2.1.2.2.1.14.10143 = 0
1.3.6.1.2.1.2.2.1.14.10144 = 0
1.3.6.1.2.1.2.2.1.14.10145 = 0
1.3.6.1.2.1.2.2.1.14.10146 = 0
1.3.6.1.2.1.2.2.1.14.10147 = 0
1.3.6.1.2.1.2.2.1.14.10148 = 0
1.3.6.1.2.1.2.2.1.14.10301 = 0
1.3.6.1.2.1.2.2.1.14.10302 = 0
1.3.6.1.2.1.2.2.1.14.10303 = 0
