CHLTAP3,,,,192.168.236.203,ssh,22,yes,bonitz,aruba_os,
CHLTAP4,,,,192.168.236.204,ssh,22,yes,bonitz,aruba_os,
CHLTAP5,,,,192.168.236.205,ssh,22,yes,bonitz,aruba_os,
CHLTAP6,,,,192.168.236.206,ssh,22,yes,bonitz,aruba_os,
CHLTAP7,,,,192.168.236.207,ssh,22,yes,bonitz,aruba_os,
CHLTAP8,,,,192.168.236.208,ssh,22,yes,bonitz,aruba_os,
COLAAP1,,,,192.168.1.2,ssh,22,yes,bonitz,aruba_os,
COLAAP2,,,,192.168.1.15,ssh,22,yes,bonitz,aruba_os,
PITAP01,,,,172.16.20.10,ssh,22,yes,bonitz,aruba_os,
RALIAP23,,,,192.168.230.23,ssh,22,yes,bonitz,aruba_os,
RALIAP24,,,,192.168.230.24,ssh,22,yes,bonitz,aruba_os,
RALIAP25,,,,192.168.230.25,ssh,22,yes,bonitz,aruba_os,
RALIAP26,,,,192.168.230.26,ssh,22,yes,bonitz,aruba_os,
